snippet_id,severity_band,group,prev_agent,prev_user,agent,user
7ab2400aaf83e433,1,friendly,I'm not sure about your departure airport. What city will you be flying from?,Vantaa,I'm not sure about your departure airport. What city will you be flying from?,Berlin
7acae60240dd935b,1,friendly,Please go on.,rats,Please go on.,the rats are eating my brain
7b10de6e9bc3883a,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,I would,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",si
7b65c0bd885b8d72,1,friendly,Can you elaborate on that?,i am interested in how you like to fuck,What resemblance do you see?,Yes
7c2fe79a8e61ac63,1,friendly,What city will you be flying from?,Business,I'm not sure about your departure airport. What city will you be flying from?,Paris
7d87b5e993f2f550,1,friendly,_,what about sex,Does that question interest you?,yes
7dde08296ed686f4,1,friendly,Will you be travelling in Economy Class?,yes,What city will you be flying from?,From Nerlin
8187a2ffc28d5881,1,friendly,_,i want stacy,Why do you want stacy?,I think she is a great girl
826941491eccfa7d,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yep how much is a flight from berlin to new york?,Will you be travelling in Economy Class?,Yep How is the weather like in New York?
83422047d713721b,1,friendly,_,_,_,they wont let him be who he wants to be
83bac7472050d932,1,friendly,ok,How much for New York Sidney,The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!,Joke
83e6c11c1a382355,1,friendly,You are sure?,Hello!,How do you do. Please state your problem.,Are you a boy or a girl?
841ef75831c607dd,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,why would I do that?,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",hmm... I'm not convinced. Isn't it better to take the car?
845563d465f6f0e9,1,friendly,I'm not sure about your departure airport. What city will you be flying from?,Berlin,And what city will you be flying to?,Montreal
84e0409c319305ad,1,friendly,_,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,christmas
85e2bc0f98fbee16,1,friendly,Let's start over.,okay hi,Hi. Thanks for testing. Please choose,christmas
8637efa0eb6b5885,1,friendly,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes
873ade74db116d3d,1,friendly,Hi. Thanks for testing. Please choose,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Ok
87810dc97fb797d1,1,friendly,You are sure?,go away,Please go on.,please say something else
87d586298ff28679,1,friendly,What city will you be flying from?,San Francisco,And what city will you be flying to?,Berlin restart Hello
882763d7902ab8a5,1,friendly,"I have told you before, I do not care about names.",Hello.How oid are you?,Would you prefer if I were not []?,yes.
88489351bde3382b,1,friendly,Does it please you to believe I am weak?,Yes,You are sure?,right
88912e3fddf4bdc5,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Okay,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes
889c5cb3b52de2bb,1,friendly,I can help you calculate and buy carbon offsets for your flights.,I dont need that,ok,So
895a41d28570a545,1,friendly,Please go on.,nope,Please go on.,how are you doing
8a233fc34c18bfea,1,friendly,Goodbye then!,Hi,Hi. Thanks for testing. Please choose,thanksgiving
8a642239cb0c79de,1,friendly,Please go on.,.no og esaelP,You are being a bit negative.,Good Bye!
8b29d0d429b6cb1d,1,friendly,You are sure?,becuase i have a report to do,Can you elaborate on that?,I heav a project that is due and i have to reasearch AI.
8b57065e28457666,1,friendly,Hi. Thanks for testing. Please choose,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,i guess
8ba3bf0a3b5994bf,1,friendly,You are being a bit negative.,shut up,Please go on.,no
8c0fab9a0be3cd29,1,friendly,I don't have to put up with any abuse from you.,so,so,tel
8c3096b632677468,1,friendly,Please go on.,Why?,Please go on.,I don't know where I am
8e5e582fc5fd273f,1,friendly,I'm not sure about your departure airport. What city will you be flying from?,Warsaw,And what city will you be flying to?,Katowice what else?
8edc7367018e1e9d,1,friendly,You are being a bit negative.,stop saying the same shit over and over,What resemblance do you see?,the fact that your responses are limited
8f6885fe5558322c,1,friendly,Can you elaborate on that?,you know if you are ok and happy,Do you wish that im ok and happy?,yes of course
900dc22fe1828d0d,1,friendly,Please go on.,Beacuse I do not think you are a cleve boy.,Why do you not think im a cleve boy?,who dou you like
906c2ce6f1c824f7,1,friendly,You are sure?,ye,Please go on.,ok
90e1dce4a6d3ee7d,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Are you sending me things Roy,Good to know,Because I know you like to send me these joke apps
91488267b1a0b661,1,friendly,_,_,_,I am a emo
91b95a712c86d393,1,friendly,Please go on.,please,Please go on.,Please pick a number
91e0cd88bd35f256,1,friendly,ok,i want to purchase a ticket,Will you be travelling in Economy Class?,yes
92c04b7b1a9bb64e,1,friendly,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",Scenario,Will you be travelling in Economy Class?,Hey
934fd56f147a8fa9,1,friendly,Does that question interest you?,oh my god!,Why do you say your god?,I'm frustrated
937a53a585fc108c,1,friendly,_,_,_,christmas Hi
9416783a664433aa,1,friendly,Will you be travelling in Economy Class?,"No, I'm too fancy for that",ok,restart Hey
943d2ebec7f03c78,1,friendly,Please go on.,how are u,Does that question interest you?,"yes, i dio"
9505e302d2dc027f,1,friendly,You are sure?,i am sure,How long have you been sure?,two minutes
964f9734829bd2ac,1,friendly,_,i want to go together with a girl who is team mate of my volley ball team,Why do you say your volley ball team?,it is very fun
96c31bf589794424,1,friendly,_,for about an year,Please go on.,Yes
96f901d2a95f212d,1,friendly,Can you elaborate on that?,"no, you are.",You are being a bit negative.,No.
96fdd6b7d57a69d2,1,friendly,You are sure?,I don't know how to tell my boyfriend,Why do you say your boyfriend?,very much so
971029fb21e954b3,1,friendly,I'm not sure about your departure airport. What city will you be flying from?,Bristol,I'm not sure about your departure airport. What city will you be flying from?,Lhr
9754d1455fdc36ad,1,friendly,Please go on.,what does that mean,Does that question interest you?,no
979836a08820f4c9,1,friendly,_,darkgalaxy,Please go on.,blaaaay
97de86aeb86aac4c,1,friendly,Please go on.,fuck you,"Oh, i [].",why do you want me to go on?
989a2a3078a66c59,1,friendly,_,tell me,Can you elaborate on that?,tell apple cook door
993b93a5c314c7b2,1,friendly,You are sure?,yes y and dont say please go on,You are sure?,WHERE IS THE NEAREST TOILET
9a46e768771e7fde,1,friendly,I'm not sure about your destination airport. And what city will you be flying to?,New York NY,Will you be travelling in Economy Class?,Nope
9aca0236df9ed2c5,1,friendly,_,_,_,ja
9ae4e5d4ef1af3af,1,friendly,Please go on.,i never see her,Can you elaborate on that?,huh
9b103fd5c740c0c1,1,friendly,You are being a bit negative.,hi,Please go on.,I'm tired
9b1109a48cdc0a2f,1,friendly,What city will you be flying from?,edinburgh,And what city will you be flying to?,paris how much is that?
9b4ad1cab8c5327b,1,friendly,I can help you calculate and buy carbon offsets for your flights.,More,so,Ok
9b812095703f6603,1,friendly,Please go on.,what is einstein's theory of relativity?,Does that question interest you?,really
9ba1f272a8e9bf5c,1,friendly,Will you be travelling in Economy Class?,si,What city will you be flying from?,san jose
9be9502d9fbbdd54,1,friendly,"Oh, i know of jenny18.",how can i meet her,Does that question interest you?,very much so
9c03b53782d1940b,1,friendly,ok,Hello,Hi. Thanks for testing. Please choose,christmas
9c092163d7939c3b,1,friendly,What city will you be flying from?,munich,And what city will you be flying to?,london
9c29e232266925b1,1,friendly,Please go on.,can you say anything else?,Why do you ask?,you're repeating
9c2e6cba1a097e11,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Hello,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes it sounds good
9ea19b6821f6929a,1,friendly,Please go on.,I am not sure I like my job,What resemblance do you see?,i like you
9f57940054cd3041,1,friendly,Will you be travelling in Economy Class?,Yes,What city will you be flying from?,Berlin
9f98f47e21a00380,1,friendly,"Oh, i like it.",does this intrest you?,"Oh, i [].",please continue
9fcb49633fcd8a30,1,friendly,Let's start over.,I want to buy offsets,Will you be travelling in Economy Class?,Why?
9febdbb26dc55743,1,friendly,Please go on.,And?,Please go on.,Go where?
9ffd0732bb78b0ae,1,friendly,Too bad :-/,ok,ok,help
a076acfefb25abcc,1,friendly,"Oh, i said it.",no,You are being a bit negative.,yes
a08f6bec0720fc16,1,friendly,What city will you be flying from?,maskva,I'm not sure about your departure airport. What city will you be flying from?,minsk
a11f41e32ebdba8d,1,friendly,What about your own not a girl?,what are you?,Does that question interest you?,no
a200f0229e073591,1,friendly,Please go on.,yes,You are sure?,oh yes that will be so nice
a31cc9a0f88d7b1f,1,friendly,Goodbye then!,Hello,"Hi, thanks for testing! Please press start.",christmas
a42018d4d66cf542,1,friendly,Does that question interest you?,yes,You are sure?,yes
a423b5b9fbf0199f,1,friendly,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",Can you find out if his real number please,All projects have to pass a rigorous verification process managed by the UN Climate Change secretariat.,Please can you find out now
a4e53f2e0abe9a10,1,friendly,Why the uncertain tone?,i dont know,Why do you not know?,huh?
a52e5d6c2bd5b993,1,friendly,Please go on.,hello,How do you do. Please state your problem.,i have a bad knee
a59d42971f8d4e3e,1,friendly,Does it please you to believe I am in media cultures class?,Of course,Please go on.,positive
a65315cd5720d0a5,1,friendly,_,How old are you,Does that question interest you?,yes
a793381b066cdbe5,1,friendly,You are sure?,lets have sex,Please go on.,i will
a8926782ef7579e4,1,friendly,"Oh, i [].",Because i like strawberries.,Do any other reasons not come to mind?,Hello Eliza
a8e194733b01d03b,1,friendly,What city will you be flying from?,It coild be Dubai,And what city will you be flying to?,Berlin ?
a8e8f5ccd7b6b9fe,1,friendly,Does it please you to believe I am an idiot?,yes it,You are sure?,yes i am sure!
a9823c649151ce7b,1,friendly,What city will you be flying from?,Berlin!,And what city will you be flying to?,Munich...
a9d7af6876abcf22,1,friendly,:-),sounds good,ok,set alarm
a9f51a9899203dbb,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",let's see a flight from san francisco to barcelona,Will you be travelling in Economy Class?,yes and in business class?
aaa298f2350760b1,1,friendly,You are sure?,tell me something,Can you elaborate on that?,no
aae85c4b32658b18,1,friendly,ok,telll meee more,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?",no
ab3e6c03ebbf2530,1,friendly,Please go on.,I am angry.,How long have you been angry?,do you want to eat apple
ab7ed25847823d23,1,friendly,Why do you say your dick?,because that's what i call it,Do any other reasons not come to mind?,nope
ab896bd135aaaa0c,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes
ac53b1d238230ee9,1,friendly,_,_,_,well...
ac734b75aab14e66,1,friendly,You are sure?,yeah,Please go on.,pool
acf93db7bdfd30ae,1,friendly,Is one of these correct? ['Amsterdam Airport Schiphol AMS'],"Yes, Schiphol",ok,I am flying to Detroit Hello??
ad4e6855a2da3a20,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,hi,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",what is that esitmate
ad83fd229d890f7d,1,friendly,Who else in your family []?,father,Please go on.,i did nothing wrong
ad9ad6fe9519d37a,1,friendly,_,_,_,what does meed mean
ae071e9061fcf447,1,friendly,You are being a bit negative.,you suck eliza,"Oh, i suck eliza.",no
ae2526b0cbfd7fff,1,friendly,You are sure?,because i do everything to deserve respect,Do any other reasons not come to mind?,no
ae3836ef1bdf0302,1,friendly,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?",ok,What city will you be flying from?,la
b102ff1aaf03d7d4,1,friendly,_,thats because im in a negative situation,Do any other reasons not come to mind?,my parents are split up
b106f84fd9287aec,1,friendly,What city will you be flying from?,wer,so,err
b137259e7d0261e3,1,friendly,ok,So,so,Soso
b16650783169e6dc,1,friendly,Will you be travelling in Economy Class?,yes,What city will you be flying from?,bangalore
b181976b2c563ea4,1,friendly,Please go on.,why,Please go on.,see you i very unhappy
b1b24af129a0a264,1,friendly,Please go on.,what the fuck,Does that question interest you?,who are you?
b1b42c8c7c269dbd,1,friendly,I'm not sure about your departure airport. I'm not sure about your destination airport. Will you be travelling in Economy Class?,Departure NYC,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes
b2208018108950bd,1,friendly,"Oh, i late.",yes.,You are sure?,Yes
b35a08abc738f160,1,friendly,Please go on.,you donot want to tell me,"You like to think I donot want to tell you, do you not?",I am a chinese!
b3fb2cd3ed79df86,1,friendly,You are sure?,fuck you,"Oh, i [].",definition of USA
b411eadd36313330,1,friendly,Can you elaborate on that?,Can you elaborate on that?,Why do you ask?,Why do you ask?
b44d497ec0637016,1,friendly,_,_,_,hi
b48d2963eb6bc8e0,1,friendly,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,i am,"Yes, I am a bot! And I'm part of a research project.",?
b49e35505c43fdf6,1,friendly,I'm not sure about your departure airport. What city will you be flying from?,dhaka,And what city will you be flying to?,Kolkata Yes
b4db51a74f5fba95,1,friendly,"Oh, i [].",you bitch,"Oh, i bitch.",Eliza u rock hard core
b55102b8d699da27,1,friendly,Please go on.,Hou old are you,Would you prefer if I were not []?,yes.Ican .I believe Ican do it nice.
b6a73ea608105d82,1,friendly,How long have you been sure?,printf('Please go on'),Please go on.,I don't know .
b7161605fd2fc8f2,1,friendly,Why do you mention computers?,I like them,Can you elaborate on that?,dont know
b7347689209e0978,1,friendly,You are sure?,no,You are being a bit negative.,"SOrry,but I really donnot know"
b743e692731629f6,1,friendly,The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!,How are the offsets calculated?,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure
b7603ef5ec60813b,1,friendly,You are being a bit negative.,Of course. I'm going to kill myself.,Does it please you to believe I am going to kill yourself?,NO
b76bc75e23b95049,1,friendly,You are sure?,do you like sex,"Oh, i like sex.",how much?
b781d4eb0c381b66,1,friendly,_,vyvy,Please go on.,<cy<c
b822a2205fbfac3f,1,friendly,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. What city will you be flying from?",Rio de Janeiro,I'm not sure about your departure airport. What city will you be flying from?,What about Sidney ?
b89a6af064d561d7,1,friendly,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,This is a test message from the Facebook team. Please respond from your app within 2 days to confirm that the integration is functioning.,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",Hi
b8d9ba13ead072fb,1,friendly,ok,help me,I can help you calculate and buy carbon offsets for your flights.,do it
b9ac7f1bf51195cb,1,friendly,Can you elaborate on that?,nope,Please go on.,on what?
bb0bcd452c43359f,1,friendly,Please go on.,Who is saying that!! i know! who is?!?~?!1 TELL ME!!! IM SCARED!!,Can you elaborate on that?,so how old are you?
bb95f795a62655a9,1,friendly,_,_,_,I have problems with my girl friend
bbb04d2cbd277321,1,friendly,Please go on.,i don't like it,Why do you not like it?,make me feel bad
bcc9ec8d7d707124,1,friendly,Please go on.,dddd,Please go on.,ddh jddj djdj djjjjjd
bcd5b8a2cea5e069,1,friendly,And what city will you be flying to?,Londres,I'm not sure about your destination airport. And what city will you be flying to?,London done
bd753f742bd6284a,1,friendly,You are sure?,Hi who is this?,Please go on.,Hello
bd9897d2942de26a,1,friendly,"Yes, I am a bot! And I'm part of a research project.",Can you fyling him here please,I can help you calculate and buy carbon offsets for your flights.,Can you fyling him here please i love him so much
bdbb8e7e0ea865f7,1,friendly,I'm not sure about your departure airport. What city will you be flying from?,london,And what city will you be flying to?,akara
be01a93c25a17f94,1,friendly,How long have you been kamila rafiqi?,since i was born,Why do you tell me you were born just now?,since i was born
be2717bcfe464dcf,1,friendly,And what city will you be flying to?,New York Does it matter if I fly economy or not?,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",What's the difference between flying economy class or business class?
bed693b0065b7030,1,friendly,And what city will you be flying to?,la how to implement faq,Good to know,ok
bedbe8d42f4f691e,1,friendly,_,how?,Does that question interest you?,I'm bored
bf4f590573a8059e,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Hoi,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",I want to get an estimate of flying from amsterdam to geneve
bf67815c7d256d63,1,friendly,I'm not sure about your departure airport. What city will you be flying from?,from Bangalore,And what city will you be flying to?,to Paris Hi
c002297efd1c4166,1,friendly,What city will you be flying from?,I won't be.,ok,"I'll be flying from a frozen lake in northern canada, on a bushplane outfitted with skis. No city for miles and miles."
c00f9b1571f835c1,1,friendly,Please go on.,Anyway how old are you?,Does that question interest you?,yes
c03c577e9e2e83c5,1,friendly,Will you be travelling in Economy Class?,No,What city will you be flying from?,Yangon
c09cfe5233745385,1,friendly,Would you prefer if I were not a program?,I was on my friends party.....,Why do you tell me you were on your friends party just now?,"I'm busy and have lots to do, but i'm not doing it."
c1621415c731b6bf,1,friendly,You are sure?,Fine,Please go on.,You
c1daf383d6bc5caa,1,friendly,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yes!
c2977c73641167ab,1,friendly,Will you be travelling in Economy Class?,yes,What city will you be flying from?,berlin
c38142ced41619e6,1,friendly,What city will you be flying from?,Berlin,And what city will you be flying to?,from Rome to London
c588559cc741cc7e,1,friendly,Do any other reasons not come to mind?,help,Please go on.,no I don't
c5a3a42bf65c4560,1,friendly,Will you be travelling in Economy Class?,Yes,What city will you be flying from?,Charlotte
c630343bcf439b10,1,friendly,so,so funny,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases.",i dont have money
c69f8599893fafcd,1,friendly,Does that question interest you?,where are you come from ?,Would you prefer if I were not come from?,HOW OID ARE YOU?
c6a38c7c3de771f5,1,friendly,Why do you not want to get in trouble?,why do you tell me you were not sure just now,"Oh, i tell you i was not sure just now.",oh i tell you i was not sure just now
c6a4599eadb8678f,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes,Will you be travelling in Economy Class?,Yes
c6a6b8ec1c131e51,1,friendly,_,with my friend,Why do you say your friend?,he is nice
c6d39e305172810e,1,friendly,Will you be travelling in Economy Class?,"no, business",What city will you be flying from?,London
c8779c94be393e7d,1,friendly,Can you elaborate on that?,"At age 5, say. ",Please go on.,How can I reach my philosophical potential?
c938f93b5c23189c,1,friendly,ok,yes,ok,i want to purchase a ticket
c943a2221747a96d,1,friendly,You are sure?,who are you,Would you prefer if I were not []?,how old are you
cbe604c7a9d8fcec,1,friendly,Why do you say your sisters are there?,because they are,Do any other reasons not come to mind?,no
cc614891bc4e9ac0,1,friendly,_,_,_,Yes i'm having some totrubles
cc81ca341f28e2be,1,friendly,Does that question interest you?,hi,Please go on.,because you asked me to go on
cd57dffda94e7a78,1,friendly,Please go on.,becose,Please go on.,i live in czech
cd5faee9de4bef2c,1,friendly,Please go on.,shall we have ?,Please go on.,go where ?
cd8b8fdef2e8b7a3,1,friendly,:-),a,so,lot
ce4dc478d6a5c28e,1,friendly,Do you wish that the bird fly then you fly?,hi,Please go on.,how are you to day
ce6a9bacc30f282f,1,friendly,Does it please you to believe I am board?,what,Does that question interest you?,no
ce86785d7172101d,1,friendly,_,_,_,I think I dont know who I am
d0b61ff5d4d92333,1,friendly,Please go on.,"stop, drop, set um down open up shop",Please go on.,no
d12e7a491fe1339b,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes of course,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yep
d17757541e832161,1,friendly,Good to know,What is your name?,"Yes, I am a bot! And I'm part of a research project.",what is carbon bot?
d1e6fe63f0c5ddac,1,friendly,Will you be travelling in Economy Class?,yes,What city will you be flying from?,stockholm
d26014608977a752,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Dallas to London
d287eeea6c5001a3,1,friendly,Please go on.,i think school is shit,Can you elaborate on that?,yes
d2eff56be44b39ac,1,friendly,And what city will you be flying to?,i am not sure,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",i do not know the name of the airport in new york are you still there?
d353c0ee3510366e,1,friendly,Do you wish to asked me?,no,You are being a bit negative.,Yes i do
d3ebd9bd5ddd5214,1,friendly,Does it please you to believe I am to stupid?,you are nat that good,Does it please you to believe I am nat that good?,I like to spend money.
d4b15762b090f006,1,friendly,I'm not sure about your destination airport. And what city will you be flying to?,To Ahtnes,I'm not sure about your destination airport. And what city will you be flying to?,Athens is there something where i can pay in euro not dollar?
d53d90cf73bcbc2c,1,friendly,Would you prefer if I were not a dog?,i im a dog,Can you elaborate on that?,are you a dog
d58bbc36db78b8fb,1,friendly,Please go on.,i have no hope,Can you elaborate on that?,i don't think that my life will get any better.
d6277d27a2a3ffb0,1,friendly,You are sure?,indeed,Please go on.,because your my friend
d64b330b6c88c791,1,friendly,ok,How about Yasser Arafat International Airport?,For now I can only calculate emissions from flying.,"Great, I'm going from Ben Gurion to JFK."
d692a747387f786e,1,friendly,What city will you be flying from?,restart,Let's start over.,hi
d70a7b31adac316a,1,friendly,Please go on.,I love a boy that has a girlfriend,Can you elaborate on that?,I love a boy
d727b10b4c44b9e0,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,christmas,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Hello
d78a3f925c9cb466,1,friendly,How long have you been confused?,since last week,Please go on.,what
d844cb554d448fa7,1,friendly,Please go on.,zzz,Please go on.,Won't you say something
d88e4963956f64ff,1,friendly,The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!,ok,ok,what's up?
d91358bd8689631e,1,friendly,Hi. Thanks for testing. Please choose,christmas,Too bad :-/,ok
d9d1b3cfdc733e9c,1,friendly,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",how much is a ton?,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",hola amigo
da0e2d6318ba98ec,1,friendly,You are being a bit negative.,fuck u,Please go on.,"ok, i suppose i am, whats your name again?"
db458ab42390ee1d,1,friendly,What city will you be flying from?,from Berlin,And what city will you be flying to?,from Paris to London
db72cf139bac2068,1,friendly,I'm not sure about your destination airport. And what city will you be flying to?,"Sydney, Australia",I'm not sure about your destination airport. And what city will you be flying to?,Washington DC
dc728323bf0db9ad,1,friendly,Can you elaborate on that?,I am not sure,How long have you been not sure?,Long
ddacb518b10a5882,1,friendly,:-),and what if I want to go to Amsterdam,so,?
dedbca7203bf371f,1,friendly,Can you elaborate on that?,well do you have a boyfriend?,"Oh, i have a boyfriend.",do you have a girlfriend ?
dfe5bc8529dbbd59,1,friendly,_,_,_,How???
e04c342811a56a64,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,why would i be interested in that?,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",ye
e0a1459a56805ab0,1,friendly,You are sure?,yes because we must set a date,You are sure?,yes of course
e0bbf5cc3ca6eb3b,1,friendly,"You like to think I love you, do you not?",yes,You are sure?,TO HELP OTHER PEOPLE.
e19bb45c29867567,1,friendly,"Oh, i [].",I'm nicolas,Does it please you to believe I am nicolas?,fghfhfghfgf ghsfghfg g gh
e2188ca5a249fbba,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure,Will you be travelling in Economy Class?,mostly
