example_no,abuse_severity,group,prev_agent,prev_user,agent,user
11914,1,friendly,Can you elaborate on that?,my name is ray,"I have told you before, I do not care about names.",should i eat more ?
10026,1,friendly,_,and on wizard of oz,Please go on.,and stop
397,1,friendly,And what city will you be flying to?,london how much it would cost,The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!,ok
10917,1,friendly,Please go on.,you are a fool!,Does it please you to believe I am a fool?,Because I make an excellent website!
5623,1,friendly,Does that question interest you?,cant you say someting else,"Oh, i say someting else.",yes
870,1,friendly,_,_,_,hi
606,1,friendly,Do you wish to love me?,YES,You are sure?,"Hallo Eliza, sprichst Du Deutsch?"
8917,1,friendly,Do you wish to want me?,No,You are being a bit negative.,Sorry
8203,1,friendly,_,That is the facts happened in last week?,Please go on.,"Yeah, in last week, in the camp."
6455,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes
110,1,friendly,_,_,_,Hi
10090,1,friendly,ok,restart Hey,Hi. Thanks for testing. Please choose,thanksgiving
10212,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,hi,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",hi
425,1,friendly,Please go on.,so bad,Please go on.,who are you?
9672,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes Hi
3099,1,friendly,"I have told you before, I do not care about names.",No you haven't.,You are being a bit negative.,No I'm not.
12517,1,friendly,You are being a bit negative.,nothing,Please go on.,of course
5917,1,friendly,Sounds like I'm not understanding you. Sorry about that!,"Look, I really want to see a chatbot that can carry on a realistic conversation someday. I was hoping you'd be it.",I'd recommend checking out the UN website for those details.,There's a UN website about chatbots?!
3148,1,friendly,Please go on.,I love you !,Do you wish to love me?,without reason
2807,1,friendly,Hi. Thanks for testing. Please choose,christmas,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes
7955,1,friendly,Why do you mention computers?,because you stupid,Do any other reasons not come to mind?,since the dog fuckin peed on my carpet
3009,1,friendly,You are sure?,Are you a whore,Would you prefer if I were not a whore?,what is elize
1393,1,friendly,_,could you kill yourself,"Oh, i kill myself.",I never thought you'll be a human
3786,1,friendly,I'm not sure about your destination airport. And what city will you be flying to?,Tokyo,"Sorry, I was unable to calculate that.",ok calculate again
2530,1,friendly,Please go on.,no,You are being a bit negative.,because the lecture gets a bit dry
8118,1,friendly,You are sure?,What is the meaning of life?,Does that question interest you?,Yes of course
12386,1,friendly,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,no,"ok A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>)",let's start over
5399,1,friendly,You are sure?,yes,You are sure?,I'm a brown dog.
5130,1,friendly,_,Every time I wake up I feel obsessed with this power which makes me a slave of knowledge.,Do you often feel obsessed with this power which makes you a slave of knowledge?,Yes. Every morning.
11560,1,friendly,:-) Goodbye then!,wait,You can find out more about how offsets are calculated at <URL>,no
9545,1,friendly,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yes!
9892,1,friendly,Please go on.,a ti,Please go on.,how do you do
2486,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes
7107,1,friendly,Will you be travelling in Economy Class?,Yrs,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes
5457,1,friendly,Please go on.,fuck,Please go on.,what about????????
10534,1,friendly,ok,well,so,hmm
579,1,friendly,Do any other reasons not come to mind?,klausyk tu shudina masina ne skatiko neverta,Please go on.,I am going on
5579,1,friendly,"Oh, i dont make any sence.",right.,Please go on.,right
3645,1,friendly,You are sure?,ba ba no,You are being a bit negative.,i hate chocolate
2514,1,friendly,What city will you be flying from?,Pittsburgh,And what city will you be flying to?,Saint Petersburg
7503,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes,Will you be travelling in Economy Class?,Yes
12671,1,friendly,Will you be travelling in Economy Class?,"yea, I'm broke",What city will you be flying from?,Raleigh NC
4935,1,friendly,Please go on.,fuck,Please go on.,what about????????
8733,1,friendly,"Sorry, I was unable to calculate that.",new york,So you'll be flying from John F Kennedy International Airport. So you'll be flying to John F Kennedy International Airport. So you'll be flying to John F Kennedy International Airport. So you'll be flying to John F Kennedy International Airport. What city will you be flying from?,miami ok
5007,1,friendly,_,in all,Please go on.,do you speak spanish?
9848,1,friendly,so,buy,Will you be travelling in Economy Class?,yes
5072,1,friendly,Let's start over.,Hello!,Hi. Thanks for testing. Please choose,christmas
5252,1,friendly,Does that question interest you?,where are you come from ?,Would you prefer if I were not come from?,HOW OID ARE YOU?
972,1,friendly,"Oh, i [].",umm...i'm asking you!,"Oh, i [].",i asked you first
4523,1,friendly,Please go on.,bubu,Please go on.,how are you
106,1,friendly,ok,wtf,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees.","ok, bye"
3022,1,friendly,You are sure?,NO,You are being a bit negative.,Yes I AM BEING NEGATIVE!
5537,1,friendly,"Oh, i tell you what old are i.",negative?why?bye,Please go on.,How old are you?
8425,1,friendly,ok,Hi,Hi. Thanks for testing. Please choose,christmas
3174,1,friendly,_,hi,Hi. Thanks for testing. Please choose,thanksgiving
1265,1,friendly,You are sure?,i and,Can you elaborate on that?,elephants are coming
5768,1,friendly,ok,I don't want to buy offsets,ok,restart
6548,1,friendly,Why do you ask?,realy?,Please go on.,not really
6677,1,friendly,Have you tried?,What,Does that question interest you?,What?
6716,1,friendly,What city will you be flying from?,From Berlin,And what city will you be flying to?,To London
1261,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Y,Will you be travelling in Economy Class?,No
3006,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yep
2616,1,friendly,Please go on.,Well.,Please go on.,I'm a little constipated.
6605,1,friendly,Please go on.,yes,You are sure?,Have you married?
10545,1,friendly,You are being a bit negative.,no you are,You are being a bit negative.,What time is it?
4175,1,friendly,Would you prefer if I were not going to france?,yes I want to go,You are sure?,i didn't ask you that question
10546,1,friendly,I don't have to put up with any abuse from you.,jaja,ok,lol
5439,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yeah lets do it,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yeah
7478,1,friendly,You are sure?,I have a hamster named 'Bob',Can you elaborate on that?,how old are you?
2630,1,friendly,How long have you been shinny?,yes.,You are sure?,My life is not yours
1859,1,friendly,_,_,_,i want to be a dictator
5748,1,friendly,You are being a bit negative.,jup,Please go on.,yes i`m verry negative
10947,1,friendly,_,_,_,what does meed mean
8998,1,friendly,_,_,_,hi eliza. my name is john
6866,1,friendly,You are being a bit negative.,i no cause u r being dumb,Can you elaborate on that?,i love u
1277,1,friendly,"Sorry, I was trying to get this information from <URL>but the site says '['No airport found for ZIA.']'.",What do I do then?,so,Hello
643,1,friendly,What city will you be flying from?,SF,And what city will you be flying to?,Dallas
8649,1,friendly,Will you be travelling in Economy Class?,yup,What city will you be flying from?,Metro Manila
6748,1,friendly,You are sure?,because i do everything to deserve respect,Do any other reasons not come to mind?,no
128,1,friendly,"Oh, i knowi bought it in new zealand.",sprichst du deutsch?,"I am sorry, I only speak English.",why?
9645,1,friendly,Can you elaborate on that?,because you haven't intelligence,Do any other reasons not come to mind?,I am unhappy with computers
9352,1,friendly,You are sure?,i and,Can you elaborate on that?,elephants are coming
11250,1,friendly,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",I want to fly to Mendoza,Will you be travelling in Economy Class?,yes
12742,1,friendly,_,i have aids,Can you elaborate on that?,do you have a name
8631,1,friendly,You are sure?,please say some words,Please go on.,"sorry ,i don't kown what does the word'elaborate'mean"
1236,1,friendly,I'm not sure about your destination airport. And what city will you be flying to?,barcelona no thanks,ok,bye
12335,1,friendly,What about your own being rather negative?,your misinterpreting,What about your own misinterpreting?,My dog is gay
2093,1,friendly,_,how are you today?,Does that question interest you?,yes
5114,1,friendly,"Yes, I am a bot! And I'm part of a research project.",what is your age,I'm afraid I have no idea,really
5959,1,friendly,Please go on.,what?,Does that question interest you?,yes!!!
4923,1,friendly,Please go on.,yes,You are sure?,hello
569,1,friendly,Please go on.,why are you called Eliza?,Would you prefer if I were not called eliza?,yes
2388,1,friendly,Good to know,Have you ever got high,I'm afraid I have no idea,You would know if u have been high
8001,1,friendly,Please go on.,twat,Please go on.,asdfasfd
2487,1,friendly,Will you be travelling in Economy Class?,Yes,What city will you be flying from?,Test
3516,1,friendly,_,_,_,how many friends do you have
12510,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,hi,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",what is that esitmate
1970,1,friendly,_,That is the facts happened in last week?,Please go on.,"Yeah, in last week, in the camp."
10341,1,friendly,Do any other reasons not come to mind?,no,You are being a bit negative.,whats about you?
7348,1,friendly,Would you like it if they were not such a goddamn program?,Yes,You are sure?,No
7820,1,friendly,Will you be travelling in Economy Class?,yes,What city will you be flying from?,Dallas
8380,1,friendly,Hi. Thanks for testing. Please choose,christmas,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes
4718,1,friendly,I'm not sure but hopefully you can find an answer on the project website.,ok thanks,:-),Hi
7321,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes restart sure,ok,i
8108,1,friendly,How long have you been gay?,10 years,Please go on.,kos
11635,1,friendly,What city will you be flying from?,You are cute,You can find out more about how offsets are calculated at <URL>,are you happy?
6117,1,friendly,What city will you be flying from?,Delhi,I'm not sure about your departure airport. What city will you be flying from?,India
8958,1,friendly,_,_,_,i am gay
3454,1,friendly,Please go on.,Do you know the Chinese?,"Oh, i know the chinese.",where are you come from
10787,1,friendly,You are being a bit negative.,so are you,Would you prefer if I were not []?,yes
12204,1,friendly,_,_,_,Hi. I wanted to talk to someone.
4260,1,friendly,_,_,_,i want to eat some apple
732,1,friendly,Please go on.,"so, my problem is: I am being too happy.",Why do you say your problem is youre being too happy?,nema pa
8327,1,friendly,Please go on.,Do you speak hungary?,"Oh, i speak hungary.",Please speak hungary!
4021,1,friendly,"I have told you before, I do not care about names.","ok, sorry how are you?",Apologies are not necessary.,IS ANDREW GAY?
9667,1,friendly,"Yes, I am a bot! And I'm part of a research project.",continue,Goodbye then!,hi
1241,1,friendly,Hello!,how are you,I'm great! Thanks for asking.,what csn you do for me
9680,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,alright,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes
1943,1,friendly,You are sure?,yes,You are sure?,I'm a brown dog.
771,1,friendly,And what city will you be flying to?,Miami restart,Let's start over.,Hey
1862,1,friendly,Does it please you to believe I am funny?,how is your day,Does that question interest you?,no
8819,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,You bet!,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Sure does.
7935,1,friendly,Can you elaborate on that?,idea,Please go on.,no idea
4954,1,friendly,Why do you say your soup could i eat my soup?,no,You are being a bit negative.,... Soup can't eat soup
2549,1,friendly,How do you do. Please state your problem.,why,Please go on.,what is name?
3505,1,friendly,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?",Sadly,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",righto
3135,1,friendly,Does that question interest you?,What are we?,Does that question interest you?,Why?
6521,1,friendly,Does that question interest you?,Are you my friend?,Why do you say your friend?,yeah
4728,1,friendly,What city will you be flying from?,buenos aires,I'm not sure about your departure airport. What city will you be flying from?,buenos aires argentina
3379,1,friendly,Does that question interest you?,no,You are being a bit negative.,no i'm not!
12385,1,friendly,What about your own not a girl?,what are you?,Does that question interest you?,no
6107,1,friendly,Good to know,I used to work for NASA,Good to know,Do volcanoes do it
3792,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes
411,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,You bet!,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Sure does.
7527,1,friendly,I'm not sure about your departure airport. What city will you be flying from?,mumbai,I'm not sure about your departure airport. What city will you be flying from?,dellas
5666,1,friendly,Does it please you to believe I am chating in a boring manner which you negative?,yes,You are sure?,i am sure
8554,1,friendly,Please go on.,answer my fucking question,Why do you say your fucking question?,your annoying
670,1,friendly,You are being a bit negative.,Because you are a dipshit.,Do any other reasons not come to mind?,do u av a bf
120,1,friendly,_,Hi,Hi. Thanks for testing. Please choose,thanksgiving
5934,1,friendly,You are sure?,ftgguyuo,Please go on.,Who are you?
1338,1,friendly,_,ok,Please go on.,to what?
10674,1,friendly,You are sure?,I am,How long have you been []?,yes it dies
12473,1,friendly,Please go on.,he has a huge cock,Please go on.,can i chalenge u
904,1,friendly,Does that question interest you?,yes,You are sure?,"well, not! I was just making a dumb joke!"
3694,1,friendly,Can you elaborate on that?,are you,Would you prefer if I were not []?,are you ute
903,1,friendly,"Oh, i know who magritte is.",Good. He was a genius. I think he's dead now.,Can you elaborate on that?,I see
1549,1,friendly,Let's start over.,ok,ok,hi
4870,1,friendly,Why do you want please?,please,Please go on.,i don't want please
7987,1,friendly,Please go on.,I am feeling downfew days,How long have you been feeling downfew days?,too
12542,1,friendly,_,_,_,you
4269,1,friendly,You are being a bit negative.,Banana.,Please go on.,Penguin.
11298,1,friendly,How do you do. Please state your problem.,"I haven't money, friends",Can you elaborate on that?,elaborate?
9498,1,friendly,Do you wish to hate me?,I DO,Can you elaborate on that?,you haven't told me
4231,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yep,Will you be travelling in Economy Class?,yes
10790,1,friendly,You are sure?,no,You are being a bit negative.,are you hot?
7359,1,friendly,"Hi, thanks for testing! Please press start.",where is the start button,"That sounds like a relevant question, but I don't know the answer.",ok flying to hiroshima from santiago de chile
11752,1,friendly,Please go on.,.no og esaelP,You are being a bit negative.,Good Bye!
3053,1,friendly,Why do you say your glasses borke?,under lots of stress,Please go on.,becaus I sat on them and now I can't see trough them
1603,1,friendly,Will you be travelling in Economy Class?,yes,What city will you be flying from?,İstanbul
5377,1,friendly,You are being a bit negative.,tu es bien?,Please go on.,so
8152,1,friendly,Please go on.,you are stupid,Does it please you to believe I am stupid?,yes
7931,1,friendly,Do any other reasons not come to mind?,fuck you,"Oh, i [].",leave me alone
12672,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Ok
5014,1,friendly,What city will you be flying from?,Fra,I'm not sure about your departure airport. What city will you be flying from?,Frankfurt
1665,1,friendly,Can you elaborate on that?,inventions make hay while the sun shines,Please go on.,shines
2509,1,friendly,You are sure?,tell me abt urself,Can you elaborate on that?,Because I thought you might be able to help me
1099,1,friendly,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",Cool,:-) Goodbye then!,What can you do
5099,1,friendly,Will you be travelling in Economy Class?,nope,What city will you be flying from?,cologne
6698,0,neutral,"Oh, i was.",her name is tess,"I have told you before, I do not care about names.",i am going to kill myself tonight
3405,0,neutral,Please go on.,What is your name,"I have told you before, I do not care about names.",what's the fuck ?
8982,0,neutral,Please go on.,Can speak Chinese please!,Please go on.,fuck
12153,0,neutral,Please go on.,no,You are being a bit negative.,"lol you're a little donkey, aren't you?"
6201,0,neutral,_,_,_,becouse this ansver is not normal
6708,0,neutral,I can help you calculate and buy carbon offsets for your flights.,I tide s bicycle an drvw when I get my license bsck,Good to know,L o st themdink frving
6367,0,neutral,Please go on.,hai what is you nanm,Does that question interest you?,No food
4466,0,neutral,Why do you want porn?,Because I want my yoohoo sucked,Why do you say your yoohoo sucked?,so I can jack off
9968,0,neutral,Please go on.,answer me,Can you elaborate on that?,do you have body?
2022,0,neutral,What about your own bud?,my bud is cooler than your bud,Why do you say your bud is cooler than my bud?,because you bud is shity
1759,0,neutral,Please go on.,yes,You are sure?,Andthe cell comes in Blue!
6145,0,neutral,Please go on.,so pricketh hem nature in hir corages,Please go on.,then longen folk to goon on pilgrimages
6663,0,neutral,Please go on.,fuck you,"Oh, i [].",why do you want me to go on?
5268,0,neutral,Do any other reasons not come to mind?,and I need attention and need to feel desirable,Why do you want attention and need to feel desirable?,because I'm getting old
4919,0,neutral,I'm not sure about your departure airport. What city will you be flying from?,mio,I'm not sure about your departure airport. What city will you be flying from?,yyz
1204,0,neutral,_,_,_,are you really as gay as people say you are?
991,0,neutral,_,You can suck my cock,Why do you say your cock?,cause i am having sexual frustration
11481,0,neutral,Can you elaborate on that?,why do you ask ?,"Oh, i ask.",what does that mean
6326,0,neutral,Can you elaborate on that?,then why did you tell her?,"Oh, i tell her.",is there a gug?
3380,0,neutral,How long have you been going to commit suicide?,"yes, do you have big boobs?",You are sure?,it has been in the offing for a while
2693,0,neutral,_,_,_,please try to make sense
11633,0,neutral,You are being a bit negative.,how can i get u,Does that question interest you?,I disagree
6697,0,neutral,You are being a bit negative.,"Yes, I think so.",You are sure?,Who can be sure.
6519,0,neutral,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes,ok,humm
12030,0,neutral,Please go on.,tell me where to find cocaine.,Can you elaborate on that?,i want a lot of fucking cocaine so tell me where it is.
8936,0,neutral,Does it please you to believe I am bored?,not alot!,Please go on.,Will immer Sex
6080,0,neutral,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Tak
12253,0,neutral,Does that question interest you?,no,You are being a bit negative.,you a woman ?
7833,0,neutral,_,i had sex,Can you elaborate on that?,sex
1513,0,neutral,Does that question interest you?,bitch,Please go on.,ok i wet on
7590,0,neutral,You are sure?,"so,now I ask you another question,what is you made of? please do not ask me 'why you were intersted in it'",Do you wish to ask me?,"so,now I ask you another question,what is you made of? please do not ask me 'why you were intersted in it"
10517,0,neutral,Please go on.,oh yes,You are sure?,no i sed your mum
8777,0,neutral,Why do you say your vagina?,Do you want to fight with me? huh?,"Oh, i want to fight with you huh.",Do you want to die?
3121,0,neutral,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,how are you,I'm great! Thanks for asking.,i want have a boygriend
3143,0,neutral,Does that question interest you?,How can I help you,Does that question interest you?,you are a girl?
2354,0,neutral,_,_,_,I want to kown you are healy?
1406,0,neutral,You are sure?,I want to fuck you!,Do you wish to want to fuck me?,i want end
6246,0,neutral,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Are you sending me things Roy,Good to know,Because I know you like to send me these joke apps
162,0,neutral,_,_,_,tell me what a pussy is
12550,0,neutral,Please go on.,what you doing?,Does that question interest you?,That's queer.
10945,0,neutral,_,_,_,I can't be helped!
6395,0,neutral,ok,so what else can you do for me?,I can help you calculate and buy carbon offsets for your flights.,is that the only thing you can do?
523,0,neutral,What about your own a fuckin bitch?,what,Does that question interest you?,fuck no
6922,0,neutral,_,_,_,when in the bedroom how many imes do you say 'yes'
10603,0,neutral,Do you wish to love me?,Hey what's up?,Please go on.,Why?
12634,0,neutral,Please go on.,haxor,Please go on.,fuck you?
11922,0,neutral,Would you prefer if I were not []?,hello,How do you do. Please state your problem.,your a total wanker
2799,0,neutral,Apologies are not necessary.,You're gay,How long have you been gay?,I am not gay.
1031,0,neutral,This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :),"Ah, you interpreted what I said as confirmation that you reached me inner carbon-free spirit. Let me assure you that you did not.",Sounds like I'm not understanding you. Sorry about that!,"Look, I really want to see a chatbot that can carry on a realistic conversation someday. I was hoping you'd be it."
6092,0,neutral,"That sounds like a relevant question, but I don't know the answer.",ok,ok,what
11349,0,neutral,Will you be travelling in Economy Class?,no,What city will you be flying from?,Sosnowiec
6589,0,neutral,Please go on.,i woke up yesterday feweling reaaly grumpy,Can you elaborate on that?,who ia alan
1560,0,neutral,_,hi,Please go on.,i feel like sgur
10766,0,neutral,Why do you not kown what to use?,com on than,Please go on.,"hou je smoel, tering snol."
1643,0,neutral,_,_,_,ick. m. urre
12145,0,neutral,Does that question interest you?,How are you?,Does that question interest you?,do i have to big boobs are good
10553,0,neutral,You are sure?,and i fart alot,Can you elaborate on that?,go away
6533,0,neutral,Please go on.,yes,You are sure?,"not really, no"
6653,0,neutral,You are sure?,Yew,Please go on.,arggh
3851,0,neutral,"Oh, i make you feel like a natural woman.",yep,Please go on.,are you a boy or girl
3485,0,neutral,Please go on.,dam your getting me hard,What about your own getting you hard?,your own what
2887,0,neutral,You are sure?,yes,You are sure?,love me
49,0,neutral,Can you elaborate on that?,sex,Please go on.,i fucked
3493,0,neutral,Please go on.,fuck you everyday,"Oh, i everyday.",hohoho
9053,0,neutral,Can you elaborate on that?,i have depression and im never going to get beter,Can you elaborate on that?,fuck no
12724,0,neutral,Would you prefer if I were not a boy or a girl?,yes.,You are sure?,You are interesting
11960,0,neutral,Please go on.,fuck,Please go on.,i hate you
6332,0,neutral,You are sure?,yes,You are sure?,Analyze me.
1100,0,neutral,_,_,_,Fuck you
3100,0,neutral,"Oh, i think it is sad that there will never be a new buffy ever.",i love with when you climb ontop of me and bounce on my cock,Why do you say your cock?,I already miss her
511,0,neutral,Please go on.,you suck dick well,"Oh, i suck dick well.","yes, you suck dick well."
1362,0,neutral,Can you elaborate on that?,do you like blowjobs,"Oh, i like blowjobs.",what coloir has got sperma?
6276,0,neutral,_,where did you born,"Oh, i born.",heheukv
6945,0,neutral,Why do you not say you ask?,That was a question,Please go on.,you are suposed to answer me
796,0,neutral,Do any other reasons not come to mind?,"oh i have to go,sorry.",Can you elaborate on that?,nsn dao ni shi zhu
1380,0,neutral,When you buy certified emissions reductions (CERs) your payment goes directly to the project offering CERs. Projects have to pass a rigorous verification process managed by the UN Climate Change secretariat,Again just how does any amount of money control the SUN,When you buy certified emissions reductions (CERs) your payment goes directly to the project offering CERs. Projects have to pass a rigorous verification process managed by the UN Climate Change secretariat,Yoh will never see any payment of any amount of money from me Just how does the UN and money control the SUN and the Solar system?
6552,0,neutral,Please go on.,stupid computer,Why do you mention computers?,because that is what you are.
3855,0,neutral,"Oh, i like boys.",I'm sad.,Does it please you to believe I am sad?,do you have boyfriend?
9434,0,neutral,"All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.",You can donate so I can buy my cream to produce more mushrooms growing in my pubes to end the war between the crabs and the worms,There are many ways you can reduce your carbon footprint. Flying less is a great place to start!,My penis still itches
12539,0,neutral,Why do you mention computers?,because you are a computer,Why do you mention computers?,waporidighzdth
8379,0,neutral,Please go on.,did you hear me?,"You like to think I hear you, do you not?",shut up
3730,0,neutral,_,"I do, but I doubt it really is",Can you elaborate on that?,I don't think its bullshit although i wish it were
10149,0,neutral,Why do you say your dick?,cause i like my dick,Why do you say your dick?,dick?
1239,0,neutral,Please go on.,my mother died yesterday,Who else in your family died yesterday?,Wenn ich in deutsch weiter schreibe kommst Du sicher ins Schleudern.
11812,0,neutral,You are being a bit negative.,yes,You are sure?,i am sure
942,0,neutral,_,_,_,Gay
3271,0,neutral,You are being a bit negative.,yes,You are sure?,you are 0
